<<<<<<< HEAD
offensive,class,tokenized,clean_tweet
Yes,1, cant like let miss ya sometimes bitches take overboard shit said give time miss yo ass,"['cant', 'like', 'let', 'miss', 'ya', 'sometim', 'bitch', 'take', 'overboard', 'shit', 'said', 'give', 'time', 'miss', 'yo', 'as']"
Yes,1,oh want pho well saimigi ghetto pho eat shit since im broke,"['oh', 'want', 'pho', 'well', 'saimigi', 'ghetto', 'pho', 'eat', 'shit', 'sinc', 'im', 'broke']"
Yes,1,darkskin dykes,"['darkskin', 'dyke']"
No,2, rt listen bands ax ptv sws atl bvb adtr bmth ymas fob aa blink tdg ss fir mcr follow amp everyon,"['rt', 'listen', 'band', 'ax', 'ptv', 'sw', 'atl', 'bvb', 'adtr', 'bmth', 'yma', 'fob', 'aa', 'blink', 'tdg', 's', 'fir', 'mcr', 'follow', 'amp', 'everyon']"
Yes,1, broke hoes words face,"['broke', 'hoe', 'word', 'face']"
Yes,1,nigger hello,"['nigger', 'hello']"
No,2,someone gave nip baileys irish cream coffee use withsuggestions,"['someon', 'gave', 'nip', 'bailey', 'irish', 'cream', 'coffe', 'use', 'withsuggest']"
Yes,1,slushes hoes nasty anyway famthem hoes taste like meds,"['slush', 'hoe', 'nasti', 'anyway', 'famthem', 'hoe', 'tast', 'like', 'med']"
Yes,1,gets mad mexicans go mexico like wtf support team bitch,"['get', 'mad', 'mexican', 'go', 'mexico', 'like', 'wtf', 'support', 'team', 'bitch']"
Yes,1, hdm everybody block bitches,"['hdm', 'everybodi', 'block', 'bitch']"
No,2,pretty girls wit bird brainswhat waste smh,"['pretti', 'girl', 'wit', 'bird', 'brainswhat', 'wast', 'smh']"
Yes,1,uhh bitch never overplayed itv,"['uhh', 'bitch', 'never', 'overplay', 'itv']"
Yes,1,f get bitch stat,"['f', 'get', 'bitch', 'stat']"
Yes,1,club solo deep fuck valet cause parked street lordddd knows cant trust hoes httptcowcdvsej,"['club', 'solo', 'deep', 'fuck', 'valet', 'caus', 'park', 'street', 'lordddd', 'know', 'cant', 'trust', 'hoe', 'httptcowcdvsej']"
Yes,1,kannie amp vonnie tiny ass bitches hated crissi started calling us little body bitches hawaii,"['kanni', 'amp', 'vonni', 'tini', 'as', 'bitch', 'hate', 'crissi', 'start', 'call', 'u', 'littl', 'bodi', 'bitch', 'hawaii']"
Yes,1,got gang old ass drafts trash,"['got', 'gang', 'old', 'as', 'draft', 'trash']"
No,2, mandate still effect means marriage ban nevada unconstitutional trial court yet enter injun,"['mandat', 'still', 'effect', 'mean', 'marriag', 'ban', 'nevada', 'unconstitut', 'trial', 'court', 'yet', 'enter', 'injun']"
Yes,1,ied hoe sinf,"['i', 'hoe', 'sinf']"
Yes,1,lifestyles raw dog one magnum put dickhead hole cumin pussy lips,"['lifestyl', 'raw', 'dog', 'one', 'magnum', 'put', 'dickhead', 'hole', 'cumin', 'pussi', 'lip']"
No,2,hear birds chirpin,"['hear', 'bird', 'chirpin']"
Yes,1,nigga didnt changeyall hoes tryna shoot know yall cant shoot,"['nigga', 'didnt', 'changeyal', 'hoe', 'tryna', 'shoot', 'know', 'yall', 'cant', 'shoot']"
No,2, needs twinkies got gansitos,"['need', 'twinki', 'got', 'gansito']"
No,2,kfc biscuits trash,"['kfc', 'biscuit', 'trash']"
No,2, yankees unveil beautiful derek jeter cage monument park httptcovvurctjd httptcogwbnhdyhml,"['yanke', 'unveil', 'beauti', 'derek', 'jeter', 'cage', 'monument', 'park', 'httptcovvurctjd', 'httptcogwbnhdyhml']"
Yes,1,left nice little message inbox deleted comment called bitch httptcoqruvcvnepv,"['left', 'nice', 'littl', 'messag', 'inbox', 'delet', 'comment', 'call', 'bitch', 'httptcoqruvcvnepv']"
Yes,1,bitch official though dick harder missile yo,"['bitch', 'offici', 'though', 'dick', 'harder', 'missil', 'yo']"
Yes,1, doesnt really look back exs things look better trash,"['doesnt', 'realli', 'look', 'back', 'ex', 'thing', 'look', 'better', 'trash']"
Yes,1, hoe,['hoe']
No,2,cavs trash,"['cav', 'trash']"
No,2,must russian birds russian birds known invading chiminea,"['must', 'russian', 'bird', 'russian', 'bird', 'known', 'invad', 'chiminea']"
No,2, deme gallo pinto con carne asadita maduritoyuna milca amor,"['deme', 'gallo', 'pinto', 'con', 'carn', 'asadita', 'maduritoyuna', 'milca', 'amor']"
Yes,1,got good pussy ion eat tho,"['got', 'good', 'pussi', 'ion', 'eat', 'tho']"
Yes,1,apparently amp eric fucced amp fuccing every nigga great yall bitches whoppin amp talkin behind blocced twitters,"['appar', 'amp', 'eric', 'fuc', 'amp', 'fuc', 'everi', 'nigga', 'great', 'yall', 'bitch', 'whoppin', 'amp', 'talkin', 'behind', 'bloc', 'twitter']"
No,2,hahaha made ya eat crow,"['hahaha', 'made', 'ya', 'eat', 'crow']"
Yes,1,im finna dm pic bruh hoes funny,"['im', 'finna', 'dm', 'pic', 'bruh', 'hoe', 'funni']"
No,2, might called seconds summer songs minutes trash,"['might', 'call', 'second', 'summer', 'song', 'minut', 'trash']"
No,2, think clips thunder wouldve gave heat good wellthe east trash,"['think', 'clip', 'thunder', 'wouldv', 'gave', 'heat', 'good', 'wellth', 'east', 'trash']"
Yes,1, ah smell ready opens oven pulls sshitty burnt ritz cracker perfect boys lu,"['ah', 'smell', 'readi', 'open', 'oven', 'pull', 'sshitti', 'burnt', 'ritz', 'cracker', 'perfect', 'boy', 'lu']"
Yes,1,getting every dolla bitch,"['get', 'everi', 'dolla', 'bitch']"
Yes,1,currently sup twat licker,"['current', 'sup', 'twat', 'licker']"
No,2,cutie lesbian teens toy slits httptcozsenjjwm,"['cuti', 'lesbian', 'teen', 'toy', 'slit', 'httptcozsenjjwm']"
No,2,youre ghetto tho live hood ghetto,"['your', 'ghetto', 'tho', 'live', 'hood', 'ghetto']"
No,2,need like fuzzy blankets sleep,"['need', 'like', 'fuzzi', 'blanket', 'sleep']"
Yes,1, ill bitch today,"['ill', 'bitch', 'today']"
No,2,ev charlie rangel unions stand spiritual damn things like inflatable rats httptconmrldvigb,"['ev', 'charli', 'rangel', 'union', 'stand', 'spiritu', 'damn', 'thing', 'like', 'inflat', 'rat', 'httptconmrldvigb']"
Yes,1,cant tell broke bitch nothin,"['cant', 'tell', 'broke', 'bitch', 'nothin']"
Yes,1,got vector job bitch,"['got', 'vector', 'job', 'bitch']"
Yes,1,lil niggas cant hang big shit poppin bitch big first name,"['lil', 'nigga', 'cant', 'hang', 'big', 'shit', 'poppin', 'bitch', 'big', 'first', 'name']"
No,2,bet want cookie bergbrain mean like want cracker kinda bitter today arentcha mngop,"['bet', 'want', 'cooki', 'bergbrain', 'mean', 'like', 'want', 'cracker', 'kinda', 'bitter', 'today', 'arentcha', 'mngop']"
Yes,1,met bitch online call ebae,"['met', 'bitch', 'onlin', 'call', 'eba']"
Yes,1,shit rt want bitch bad id eat front kids,"['shit', 'rt', 'want', 'bitch', 'bad', 'id', 'eat', 'front', 'kid']"
Yes,1,like gives shit fuckin nazi fuck fuckin dont make laughgt,"['like', 'give', 'shit', 'fuckin', 'nazi', 'fuck', 'fuckin', 'dont', 'make', 'laughgt']"
No,2,wow redskins dont want,"['wow', 'redskin', 'dont', 'want']"
Yes,1, swear saw bitches jump girl,"['swear', 'saw', 'bitch', 'jump', 'girl']"
Yes,1, still side hoe stfu,"['still', 'side', 'hoe', 'stfu']"
Yes,1,bitch lmao steve wilkos goin mfs httpstcoagqwqzwtzx,"['bitch', 'lmao', 'steve', 'wilko', 'goin', 'mf', 'httpstcoagqwqzwtzx']"
Yes,1,went ya bitch house virgin anymore,"['went', 'ya', 'bitch', 'hous', 'virgin', 'anymor']"
No,2,hey thing joke benghazis bush hearings benghazi real attack,"['hey', 'thing', 'joke', 'benghazi', 'bush', 'hear', 'benghazi', 'real', 'attack']"
Yes,1,lmaooo niggas aint hoes think im winning,"['lmaooo', 'nigga', 'aint', 'hoe', 'think', 'im', 'win']"
No,2,jihadis identify man one carried massive suicide bombing speicher camp httptcohhjhynby,"['jihadi', 'identifi', 'man', 'one', 'carri', 'massiv', 'suicid', 'bomb', 'speicher', 'camp', 'httptcohhjhynbi']"
No,2,barrys whitey brownshirts run wild oakland following lead nwa punks chant f police httptconburmtj,"['barri', 'whitey', 'brownshirt', 'run', 'wild', 'oakland', 'follow', 'lead', 'nwa', 'punk', 'chant', 'f', 'polic', 'httptconburmtj']"
No,2, poont gotta trash,"['poont', 'got', 'ta', 'trash']"
No,2, need ice cream oreos,"['need', 'ice', 'cream', 'oreo']"
Yes,1, yo girl pussy stank tweet stinks rt suck thing faithful bitch washin,"['yo', 'girl', 'pussi', 'stank', 'tweet', 'stink', 'rt', 'suck', 'thing', 'faith', 'bitch', 'washin']"
Yes,1,dont try nice bitch,"['dont', 'tri', 'nice', 'bitch']"
No,2, criticize amanda saying n word sure dont make jokes sexual assault dont trash,"['critic', 'amanda', 'say', 'n', 'word', 'sure', 'dont', 'make', 'joke', 'sexual', 'assault', 'dont', 'trash']"
Yes,1,mad cuz fucking ya enemy wins cuz letting shit fuck cant control hoes stress,"['mad', 'cuz', 'fuck', 'ya', 'enemi', 'win', 'cuz', 'let', 'shit', 'fuck', 'cant', 'control', 'hoe', 'stress']"
Yes,1,lot fucked call back bitch tripping lol,"['lot', 'fuck', 'call', 'back', 'bitch', 'trip', 'lol']"
No,2,chburashka sure gets nitpicky russian monkeybear thing sometimes doesnt,"['chburashka', 'sure', 'get', 'nitpicki', 'russian', 'monkeybear', 'thing', 'sometim', 'doesnt']"
No,2,jay z takeover amp u dont know live home amp home concert yankee stadium httptcoeukulis via,"['jay', 'z', 'takeov', 'amp', 'u', 'dont', 'know', 'live', 'home', 'amp', 'home', 'concert', 'yanke', 'stadium', 'httptcoeukuli', 'via']"
Yes,1,dez caked bitch something cause hes playing like dez bryant,"['dez', 'cake', 'bitch', 'someth', 'caus', 'he', 'play', 'like', 'dez', 'bryant']"
Yes,1, follow fag birthday today,"['follow', 'fag', 'birthday', 'today']"
Yes,1, fox say bitch,"['fox', 'say', 'bitch']"
Yes,1,mfa dont wanna spend dime wit em prolly yelling money bitches,"['mfa', 'dont', 'wan', 'na', 'spend', 'dime', 'wit', 'em', 'prolli', 'yell', 'money', 'bitch']"
Yes,1,got baby mama bitch wife,"['got', 'babi', 'mama', 'bitch', 'wife']"
Yes,1,oh mean like started cunt jp something nothing,"['oh', 'mean', 'like', 'start', 'cunt', 'jp', 'someth', 'noth']"
No,2, prime suspect murder yo british jihadi wait declared allegiance anonymous httpt,"['prime', 'suspect', 'murder', 'yo', 'british', 'jihadi', 'wait', 'declar', 'allegi', 'anonym', 'httpt']"
No,2, charlie sheen ice bucket challenge right way httptcoijsbvtoy,"['charli', 'sheen', 'ice', 'bucket', 'challeng', 'right', 'way', 'httptcoijsbvtoy']"
No,2,mom didnt buy oreos doesnt love,"['mom', 'didnt', 'buy', 'oreo', 'doesnt', 'love']"
Yes,1, ever look bitch tweet like bitch stfu,"['ever', 'look', 'bitch', 'tweet', 'like', 'bitch', 'stfu']"
No,2,bluesapphireearrings kyellowgoldclipondiamond alexandra earrings emerald crystal emma httptcojlrxgrcn,"['bluesapphireear', 'kyellowgoldclipondiamond', 'alexandra', 'ear', 'emerald', 'crystal', 'emma', 'httptcojlrxgrcn']"
Yes,1,im bitches amp em mix,"['im', 'bitch', 'amp', 'em', 'mix']"
Yes,1, call guys talk shit fags use another word hypocrite,"['call', 'guy', 'talk', 'shit', 'fag', 'use', 'anoth', 'word', 'hypocrit']"
No,2, win kc blanking yankees take series bronx,"['win', 'kc', 'blank', 'yanke', 'take', 'seri', 'bronx']"
No,2, mo claiborne trashi cant say enough fam,"['mo', 'claiborn', 'trashi', 'cant', 'say', 'enough', 'fam']"
Yes,1,know seeeeen faceeeee gon send bitch maa wayyyy,"['know', 'seeeeen', 'faceeee', 'gon', 'send', 'bitch', 'maa', 'wayyyi']"
No,2,lets see look like without filters colored contact lenses followers dying know,"['let', 'see', 'look', 'like', 'without', 'filter', 'color', 'contact', 'lens', 'follow', 'die', 'know']"
Yes,1,bitch ratchet,"['bitch', 'ratchet']"
No,2,course win lose always exciting matches spilt blood arent trash talker,"['cours', 'win', 'lose', 'alway', 'excit', 'match', 'spilt', 'blood', 'arent', 'trash', 'talker']"
No,2,im biggest redskins dam right get stop,"['im', 'biggest', 'redskin', 'dam', 'right', 'get', 'stop']"
Yes,1,ya pussy rap sheet whole lot bros,"['ya', 'pussi', 'rap', 'sheet', 'whole', 'lot', 'bro']"
Yes,1,like bitch,"['like', 'bitch']"
No,2, httptconqmorybc breaking dawn often think used rosecolored glasses gentle,"['httptconqmorybc', 'break', 'dawn', 'often', 'think', 'use', 'rosecolor', 'glass', 'gentl']"
No,2,even humming birds like stuff httptcowohscbgl,"['even', 'hum', 'bird', 'like', 'stuff', 'httptcowohscbgl']"
Yes,1, long bitches love,"['long', 'bitch', 'love']"
No,2,ironic hes trashcan holds trash everytime two cuddle burn,"['iron', 'he', 'trashcan', 'hold', 'trash', 'everytim', 'two', 'cuddl', 'burn']"
Yes,1, girls talking catching feelings bitch need catch td pass im throw smh,"['girl', 'talk', 'catch', 'feel', 'bitch', 'need', 'catch', 'td', 'pas', 'im', 'throw', 'smh']"
Yes,1,bitch dont hate,"['bitch', 'dont', 'hate']"
No,2,ahahahhping pang pow u like shouts bro dre hogg style ent uza fool dis,"['ahahahhp', 'pang', 'pow', 'u', 'like', 'shout', 'bro', 'dre', 'hogg', 'style', 'ent', 'uza', 'fool', 'di']"
No,2, rt rt wanna learn jigg really good circle,"['rt', 'rt', 'wan', 'na', 'learn', 'jigg', 'realli', 'good', 'circl']"
No,2,blaxican,['blaxican']
Yes,1,opinion every bitch gay,"['opinion', 'everi', 'bitch', 'gay']"
Yes,1,haha bitches even think attacking elevator httptcocpciqria,"['haha', 'bitch', 'even', 'think', 'attack', 'elev', 'httptcocpciqria']"
Yes,1, bro forreal beef someone handle damn self dont lil bitch bring people,"['bro', 'forreal', 'beef', 'someon', 'handl', 'damn', 'self', 'dont', 'lil', 'bitch', 'bring', 'peopl']"
Yes,1, faggot lil attention whore fuck,"['faggot', 'lil', 'attent', 'whore', 'fuck']"
Yes,1,nigga got hanging fat catfish bitch smh,"['nigga', 'got', 'hang', 'fat', 'catfish', 'bitch', 'smh']"
Yes,1, lmaoooo rt white people lmaoo rt filth rt says come get pussy httpst,"['lmaoooo', 'rt', 'white', 'peopl', 'lmaoo', 'rt', 'filth', 'rt', 'say', 'come', 'get', 'pussi', 'httpst']"
Yes,1, yall hoes thighs thick cant even walk yankee food,"['yall', 'hoe', 'thigh', 'thick', 'cant', 'even', 'walk', 'yanke', 'food']"
No,2,im guessing players talking trash,"['im', 'guess', 'player', 'talk', 'trash']"
No,2, reports say female victim shot waiting oreo mcflurry,"['report', 'say', 'femal', 'victim', 'shot', 'wait', 'oreo', 'mcflurri']"
No,2,hear mom playing flappy bird living room,"['hear', 'mom', 'play', 'flappi', 'bird', 'live', 'room']"
Yes,1,ime bonfire saturday hoe,"['ime', 'bonfir', 'saturday', 'hoe']"
No,2,omoide yokocho shinjuku tokyo japan japn lost japan miguel michn httptcojuxi,"['omoid', 'yokocho', 'shinjuku', 'tokyo', 'japan', 'japn', 'lost', 'japan', 'miguel', 'michn', 'httptcojuxi']"
No,2,exactly folks cant favor get lovely old stadium,"['exactli', 'folk', 'cant', 'favor', 'get', 'love', 'old', 'stadium']"
Yes,1,faggot scoon wanna ball,"['faggot', 'scoon', 'wan', 'na', 'ball']"
Yes,1,nahh bitch yu always playn yu almost got feelings hurt,"['nahh', 'bitch', 'yu', 'alway', 'playn', 'yu', 'almost', 'got', 'feel', 'hurt']"
No,2,love marry still queer messy funny fabulous dramatic community weve always love us,"['love', 'marri', 'still', 'queer', 'messi', 'funni', 'fabul', 'dramat', 'commun', 'weve', 'alway', 'love', 'u']"
Yes,1,eason hit know pussy wont get cool points,"['eason', 'hit', 'know', 'pussi', 'wont', 'get', 'cool', 'point']"
Yes,1,bitches lying,"['bitch', 'lie']"
No,2,devil wears charlie revlon,"['devil', 'wear', 'charli', 'revlon']"
No,2,international police operation disrupts shylock banking trojan computerworld guardianinternational poli httptcokhsvgh,"['intern', 'polic', 'oper', 'disrupt', 'shylock', 'bank', 'trojan', 'computerworld', 'guardianintern', 'poli', 'httptcokhsvgh']"
No,2,descended anything less european nobility andor royalty nontitled common gutter trash,"['descend', 'anyth', 'le', 'european', 'nobil', 'andor', 'royalti', 'nontitl', 'common', 'gutter', 'trash']"
No,2,got eyes red bone,"['got', 'eye', 'red', 'bone']"
Yes,1,bitches crazy,"['bitch', 'crazi']"
No,2,hi charlie,"['hi', 'charli']"
No,2,son still issues tying shoes hes barefoot time case wanted know hillbilly status,"['son', 'still', 'issu', 'tie', 'shoe', 'he', 'barefoot', 'time', 'case', 'want', 'know', 'hillbilli', 'statu']"
Yes,1,buck beaners amp security started pushing amp jetsgreen faggot around,"['buck', 'beaner', 'amp', 'secur', 'start', 'push', 'amp', 'jetsgreen', 'faggot', 'around']"
Yes,1,okay smash one homeboys bitches girl long tell afterwards,"['okay', 'smash', 'one', 'homeboy', 'bitch', 'girl', 'long', 'tell', 'afterward']"
No,2,ash aint,"['ash', 'aint']"
Yes,1, neva sleep pussy,"['neva', 'sleep', 'pussi']"
Yes,1,leave bitchen bitches,"['leav', 'bitchen', 'bitch']"
No,2,amp hubby relaxing studio lilthen headed str honey doo wop wops bday bash kristen httptcofonjofdzjc,"['amp', 'hubbi', 'relax', 'studio', 'lilthen', 'head', 'str', 'honey', 'doo', 'wop', 'wop', 'bday', 'bash', 'kristen', 'httptcofonjofdzjc']"
Yes,1,damn bitch nosey please dont touch phone please,"['damn', 'bitch', 'nosey', 'plea', 'dont', 'touch', 'phone', 'plea']"
Yes,1,im long beach california people automatically think ima badass bitch hahha,"['im', 'long', 'beach', 'california', 'peopl', 'automat', 'think', 'ima', 'badass', 'bitch', 'hahha']"
No,2,lol already made im waiting brownies finish,"['lol', 'alreadi', 'made', 'im', 'wait', 'browni', 'finish']"
Yes,1, steals bitch,"['steal', 'bitch']"
Yes,1, lightup sketchers definition kick feet together watch bitches flock sentence blinding bitches yo,"['lightup', 'sketcher', 'definit', 'kick', 'foot', 'togeth', 'watch', 'bitch', 'flock', 'sentenc', 'blind', 'bitch', 'yo']"
No,2,never seen tinted yellow tongue ate lemon jolly rancher,"['never', 'seen', 'tint', 'yellow', 'tongu', 'ate', 'lemon', 'jolli', 'rancher']"
Yes,1, happy birthday chocolate brotha love u hoe httptcoiqixxxznv,"['happi', 'birthday', 'chocol', 'brotha', 'love', 'u', 'hoe', 'httptcoiqixxxznv']"
No,2,igot level far flappy birds smh,"['igot', 'level', 'far', 'flappi', 'bird', 'smh']"
No,2,baby boy asleep monkey since little love son much httptcoiosarfsro,"['babi', 'boy', 'asleep', 'monkey', 'sinc', 'littl', 'love', 'son', 'much', 'httptcoiosarfsro']"
No,2,bags bags thats bag money trash bag black filled money,"['bag', 'bag', 'that', 'bag', 'money', 'trash', 'bag', 'black', 'fill', 'money']"
Yes,1,bitch please,"['bitch', 'plea']"
No,2,looking forward basketball states soon course breadsticks,"['look', 'forward', 'basketbal', 'state', 'soon', 'cours', 'breadstick']"
No,2,ya grandma brownies wink wink httptcopzpiruqf,"['ya', 'grandma', 'browni', 'wink', 'wink', 'httptcopzpiruqf']"
No,2, think time bring drunken monkey,"['think', 'time', 'bring', 'drunken', 'monkey']"
No,2,hillbilly bonebobonebobone bone,"['hillbilli', 'bonebobonebobon', 'bone']"
Yes,1,hate im pregnant type bitch,"['hate', 'im', 'pregnant', 'type', 'bitch']"
No,2,ah yardie reach wyoming live httptconmicbu,"['ah', 'yardi', 'reach', 'wyom', 'live', 'httptconmicbu']"
No,2,lol one flavor think yellow idk yea bomb,"['lol', 'one', 'flavor', 'think', 'yellow', 'idk', 'yea', 'bomb']"
Yes,1,pussy stank httptcodirwminqo,"['pussi', 'stank', 'httptcodirwminqo']"
No,2,eminds oreos lmao,"['emind', 'oreo', 'lmao']"
Yes,1,bad bitches httptcoesxbexvkeslets go fun,"['bad', 'bitch', 'httptcoesxbexvkeslet', 'go', 'fun']"
Yes,1,nothing spicy stop fucking bitch eat cry fucking pussy,"['noth', 'spici', 'stop', 'fuck', 'bitch', 'eat', 'cri', 'fuck', 'pussi']"
No,2,shut birds bed time,"['shut', 'bird', 'bed', 'time']"
No,2,figure da ofay like see family pitcher httptcowxgkbcm,"['figur', 'da', 'ofay', 'like', 'see', 'famili', 'pitcher', 'httptcowxgkbcm']"
No,2, rise planet apes doin musical httptcozxzlhtim,"['rise', 'planet', 'ape', 'doin', 'music', 'httptcozxzlhtim']"
Yes,1,dont care youre gay yeent bout calling bitch fish thinking shit sweet dont even like girls,"['dont', 'care', 'your', 'gay', 'yeent', 'bout', 'call', 'bitch', 'fish', 'think', 'shit', 'sweet', 'dont', 'even', 'like', 'girl']"
No,2,etarded really kendrick trying diss rappers dont think cuz names said coming,"['etard', 'realli', 'kendrick', 'tri', 'dis', 'rapper', 'dont', 'think', 'cuz', 'name', 'said', 'come']"
No,2, monkey back keeps smearing poop hair,"['monkey', 'back', 'keep', 'smear', 'poop', 'hair']"
No,2, hun wrong social networking site rt lms good morning post something extra maybe,"['hun', 'wrong', 'social', 'network', 'site', 'rt', 'lm', 'good', 'morn', 'post', 'someth', 'extra', 'mayb']"
Yes,1, ya friends nag like yo bitch mayne chill tf,"['ya', 'friend', 'nag', 'like', 'yo', 'bitch', 'mayn', 'chill', 'tf']"
No,2,shout pullz cuz kno trash would kept buck swear every made jus cuz n actually bump dem,"['shout', 'pullz', 'cuz', 'kno', 'trash', 'would', 'kept', 'buck', 'swear', 'everi', 'made', 'ju', 'cuz', 'n', 'actual', 'bump', 'dem']"
No,2,probably yeah accounts personality handle though wear yellow suit puts points,"['probabl', 'yeah', 'account', 'person', 'handl', 'though', 'wear', 'yellow', 'suit', 'put', 'point']"
Yes,1, im gonna make math test bitch tomorrow,"['im', 'gon', 'na', 'make', 'math', 'test', 'bitch', 'tomorrow']"
Yes,1,hurt hoes like,"['hurt', 'hoe', 'like']"
Yes,1,suck commie bitch,"['suck', 'commi', 'bitch']"
No,2,dayum saterlyt shoz un bayg houl,"['dayum', 'saterlyt', 'shoz', 'un', 'bayg', 'houl']"
Yes,1,boutta walk hoes,"['boutta', 'walk', 'hoe']"
Yes,1,aint say wrong stupid hoes showing get attention dudesno one bigger game,"['aint', 'say', 'wrong', 'stupid', 'hoe', 'show', 'get', 'attent', 'dudesno', 'one', 'bigger', 'game']"
Yes,1, got niggas amp got bitches,"['got', 'nigga', 'amp', 'got', 'bitch']"
Yes,1,nope term used mock teabagger scum like three better luck next time pal,"['nope', 'term', 'use', 'mock', 'teabagg', 'scum', 'like', 'three', 'better', 'luck', 'next', 'time', 'pal']"
Yes,1,hats bc crazy lol thats nicca tho rt man swear idt nobody mom cooler mine yo,"['hat', 'bc', 'crazi', 'lol', 'that', 'nicca', 'tho', 'rt', 'man', 'swear', 'idt', 'nobodi', 'mom', 'cooler', 'mine', 'yo']"
No,2,covington reads responses amp mocks fbi andy real politics liv awakening gretchen httptcotjyhancpr,"['covington', 'read', 'respons', 'amp', 'mock', 'fbi', 'andi', 'real', 'polit', 'liv', 'awaken', 'gretchen', 'httptcotjyhancpr']"
No,2,ill see guys later gotta go bake blood crackers,"['ill', 'see', 'guy', 'later', 'got', 'ta', 'go', 'bake', 'blood', 'cracker']"
Yes,1,prolly got bomb pussy lol hope haha,"['prolli', 'got', 'bomb', 'pussi', 'lol', 'hope', 'haha']"
No,2, nbc news projects charlie baker r wins massachusetts governor httptcosujblplro,"['nbc', 'news', 'project', 'charli', 'baker', 'r', 'win', 'massachusett', 'governor', 'httptcosujblplro']"
No,2,also recommend pack shiner bock hours brisket duty pit feeding oak coals,"['also', 'recommend', 'pack', 'shiner', 'bock', 'hour', 'brisket', 'duti', 'pit', 'feed', 'oak', 'coal']"
No,2, cookies n cream oreo fudge ice cream httptconainpwxtjc,"['cooki', 'n', 'cream', 'oreo', 'fudg', 'ice', 'cream', 'httptconainpwxtjc']"
No,2,kid todaymichelle obamas lunch would wind trash,"['kid', 'todaymichel', 'obama', 'lunch', 'would', 'wind', 'trash']"
No,2, angry birds httptcolowkclb,"['angri', 'bird', 'httptcolowkclb']"
Yes,1,old love looked said bitch stop,"['old', 'love', 'look', 'said', 'bitch', 'stop']"
No,2, instant mashed potatoes trash,"['instant', 'mash', 'potato', 'trash']"
Yes,1,love money fuc bitch wont stress,"['love', 'money', 'fuc', 'bitch', 'wont', 'stress']"
No,2,hink guinea pig okay,"['hink', 'guinea', 'pig', 'okay']"
Yes,1,atf charge prosecuting cases republicans wont confirm director lead agency,"['atf', 'charg', 'prosecut', 'case', 'republican', 'wont', 'confirm', 'director', 'lead', 'agenc']"
No,2,wants call bouts vitaligro aint sho doctor fo da colored folk,"['want', 'call', 'bout', 'vitaligro', 'aint', 'sho', 'doctor', 'fo', 'da', 'color', 'folk']"
No,2,ailor trash tina time,"['ailor', 'trash', 'tina', 'time']"
Yes,1, yall bitches corny lolrt,"['yall', 'bitch', 'corni', 'lolrt']"
No,2, beautiful women ive met bruised souls tired eyes amp quiet smiles survivors ones know abo,"['beauti', 'woman', 'ive', 'met', 'bruis', 'soul', 'tire', 'eye', 'amp', 'quiet', 'smile', 'survivor', 'one', 'know', 'abo']"
Yes,1,ell cashier im tryna fuck right pussy,"['ell', 'cashier', 'im', 'tryna', 'fuck', 'right', 'pussi']"
Yes,1, man aint appreciating pussy definitely gonna end another nigga mouth quote,"['man', 'aint', 'appreci', 'pussi', 'definit', 'gon', 'na', 'end', 'anoth', 'nigga', 'mouth', 'quot']"
No,2,oscar taveras went yardie nd career mlb bat stud,"['oscar', 'tavera', 'went', 'yardi', 'nd', 'career', 'mlb', 'bat', 'stud']"
No,2,yellow fin edgewater,"['yellow', 'fin', 'edgewat']"
No,2,hick town walk national sports bar get busch light smh,"['hick', 'town', 'walk', 'nation', 'sport', 'bar', 'get', 'busch', 'light', 'smh']"
Yes,1,im glory bitch httptcopnoaawenkv,"['im', 'glori', 'bitch', 'httptcopnoaawenkv']"
Yes,1, bitch benito thought one,"['bitch', 'benito', 'thought', 'one']"
No,2, martin short conan oct yellow skin red hair look like pencil httpstcou,"['martin', 'short', 'conan', 'oct', 'yellow', 'skin', 'red', 'hair', 'look', 'like', 'pencil', 'httpstcou']"
No,2,flipping back forth playoff baseball trainwreck formerly known new york jets,"['flip', 'back', 'forth', 'playoff', 'basebal', 'trainwreck', 'formerli', 'known', 'new', 'york', 'jet']"
No,2,one tonights dog walk sunset aka invisible bird wire httptcoiltshxlyjd,"['one', 'tonight', 'dog', 'walk', 'sunset', 'aka', 'invis', 'bird', 'wire', 'httptcoiltshxlyjd']"
No,2, well known supports cruelty birds sign petition httptcotkzmyev h,"['well', 'known', 'support', 'cruelti', 'bird', 'sign', 'petit', 'httptcotkzmyev', 'h']"
Yes,1,people house bitch,"['peopl', 'hous', 'bitch']"
No,2,webbers rt sz vnds restorers dream cracked midsole sole separation fogged bubbles httptcoycvgkg,"['webber', 'rt', 'sz', 'vnd', 'restor', 'dream', 'crack', 'midsol', 'sole', 'separ', 'fog', 'bubbl', 'httptcoycvgkg']"
Yes,1, hoes getting pregnant put shit like shaqualidaemommy barackeishamommy ig bio,"['hoe', 'get', 'pregnant', 'put', 'shit', 'like', 'shaqualidaemommi', 'barackeishamommi', 'ig', 'bio']"
Yes,1,bitch u lame fuk lol,"['bitch', 'u', 'lame', 'fuk', 'lol']"
Yes,1,let pussy cut hair let grow,"['let', 'pussi', 'cut', 'hair', 'let', 'grow']"
